rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.2222, 2), (0.0476, 5)]",0.4242,"[[ 90 123], [ 89 121], [ 73 100], [72 83], [73 77], [79 58], [81 49], [80 24], [82  8]]","[[ 90 123], [ 89 121], [ 73 100], [72 83], [73 77], [79 58], [81 49], [80 24], [82  8]]",122.0379,"[[4, 1], [2, 2, 7, 3, 5]]",790
"[(0.1111, 2)]",0.36,"[[82 87], [80 84], [ 69 103], [ 78 109], [ 91 115], [100 119], [112 129]]","[[82 87], [80 84], [ 69 103], [ 78 109], [ 91 115], [100 119], [112 129]]",76.1639,"[[0, 3]]",790
"[(0.3333, 5), (0.1111, 2), (0.0952, 8)]",0.3939,"[[104  55], [96 58], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]","[[104  55], [96 58], [79 58], [73 77], [72 83], [ 73 100], [ 77 118], [ 81 128], [ 84 149]]",119.0036,"[[4, 5, 1, 6, 3], [4, 4], [2, 1, 3, 1, 2, 4, 3, 8]]",790
[],0.0,"[[ 47 102], [ 60 107], [ 83 121]]","[[ 47 102], [ 60 107], [ 83 121]]",40.8542,[],790
"[(0.2, 1)]",0.3846,"[[106  73], [97 62], [72 56], [53 66]]","[[106  73], [97 62], [72 56], [53 66]]",61.3935,[[4]],790
[],0.0,"[[ 44 157], [ 34 151]]","[[ 44 157], [ 34 151]]",11.6619,[],790
[],0.0,"[[ 32 141], [ 45 126], [ 61 113], [ 62 112]]","[[ 32 141], [ 45 126], [ 61 113], [ 62 112]]",41.8792,[],790
[],0.0,"[[ 84 149], [ 67 134], [ 49 119]]","[[ 84 149], [ 67 134], [ 49 119]]",46.1023,[],790
"[(0.0769, 3)]",0.2381,"[[ 41 129], [ 64 126], [ 89 125], [111 119], [124  97], [130  82]]","[[ 41 129], [ 64 126], [ 89 125], [111 119], [124  97], [130  82]]",112.7277,"[[3, 4, 4]]",790
"[(0.2222, 2)]",0.2222,"[[158 124], [164 119], [165  96]]","[[158 124], [164 119], [165  96]]",30.832,"[[3, 3]]",790
[],0.0,"[[57 77], [59 81], [59 93], [ 56 113], [ 50 133], [ 44 157]]","[[57 77], [59 81], [59 93], [ 56 113], [ 50 133], [ 44 157]]",82.3151,[],790
"[(0.2222, 2), (0.2308, 3)]",0.3077,"[[134  76], [125  89], [117 115], [ 98 119]]","[[134  76], [125  89], [117 115], [ 98 119]]",62.4308,"[[5, 1], [3, 1, 5]]",790
"[(0.3529, 4)]",0.3529,"[[ 62 100], [68 77], [79 58], [86 60], [116  66]]","[[ 62 100], [68 77], [79 58], [86 60], [116  66]]",83.5985,"[[1, 7, 5, 6]]",790
[],0.0,"[[98 16], [91 17]]","[[98 16], [91 17]]",7.0711,[],790
"[(0.3077, 3)]",0.3529,"[[86  0], [82 14], [88 40], [96 53], [98 51]]","[[86  0], [82 14], [88 40], [96 53], [98 51]]",59.3363,"[[6, 3, 7]]",790
"[(0.1111, 2)]",0.3333,"[[125  89], [124  97], [111 119], [ 89 125], [ 67 134], [ 49 137]]","[[125  89], [124  97], [111 119], [ 89 125], [ 67 134], [ 49 137]]",98.4376,"[[7, 5]]",790
[],0.0,"[[62 93], [62 89]]","[[62 93], [62 89]]",4.0,[],790
"[(0.6923, 3)]",0.6923,"[[85  2], [86  4], [87 35], [95 56]]","[[85  2], [86  4], [87 35], [95 56]]",55.7244,"[[2, 6, 4]]",790
"[(0.0769, 3)]",0.2381,"[[ 57 136], [ 67 134], [ 89 125], [111 119], [124  97], [125  89]]","[[ 57 136], [ 67 134], [ 89 125], [111 119], [124  97], [125  89]]",90.3874,"[[6, 7, 4]]",790
"[(0.7647, 4), (0.2222, 2)]",0.7647,"[[178  65], [177  67], [171  85], [168  92], [160 118]]","[[178  65], [177  67], [171  85], [168  92], [160 118]]",56.0284,"[[4, 2, 2, 5], [4, 6]]",790
"[(0.4, 1)]",0.4615,"[[160  96], [174  82], [179  79], [185  69]]","[[160  96], [174  82], [179  79], [185  69]]",37.2918,[[3]],790
[],0.0,"[[57 59], [59 81], [ 58 109]]","[[57 59], [59 81], [ 58 109]]",50.1086,[],790
[],0.0,"[[80 23], [86  4]]","[[80 23], [86  4]]",19.9249,[],790
"[(0.0, 4)]",0.0,"[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [68 77]]","[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [68 77]]",76.8037,"[[4, 5, 5, 5]]",790
[],0.0,"[[ 83 121], [ 64 126], [ 41 129]]","[[ 83 121], [ 64 126], [ 41 129]]",42.8417,[],790
"[(0.4, 1), (0.1176, 4)]",0.4762,"[[105  18], [90 33], [86 45], [79 58], [73 77], [72 83]]","[[105  18], [90 33], [86 45], [79 58], [73 77], [72 83]]",74.6348,"[[8], [1, 6, 4, 4]]",790
[],0.0,"[[85 25], [79 38], [72 56], [57 77]]","[[85 25], [79 38], [72 56], [57 77]]",59.438,[],790
"[(1.0, 5), (0.5385, 3), (0.2, 1)]",1.0,"[[120 118], [129 105], [132  90], [119  75], [96 53], [88 40], [89 36], [82  8]]","[[120 118], [129 105], [132  90], [119  75], [96 53], [88 40], [89 36], [82  8]]",131.0347,"[[4, 4, 5, 2, 2], [1, 4, 4], [5]]",790
"[(0.2941, 4), (0.2308, 3)]",0.3333,"[[43 75], [47 70], [72 56], [91 62], [119  75], [134  91]]","[[43 75], [47 70], [72 56], [91 62], [119  75], [134  91]]",107.7835,"[[7, 8, 2, 1], [3, 6, 5]]",790
"[(0.5238, 7), (0.6923, 3), (0.4, 1)]",0.5758,"[[177  67], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [116 176]]","[[177  67], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134], [140 160], [116 176]]",129.3697,"[[2, 5, 4, 1, 3, 1, 2], [2, 6, 5], [1]]",790
[],0.0,"[[ 72 130], [ 50 133], [ 28 138]]","[[ 72 130], [ 50 133], [ 28 138]]",44.7646,[],790
[],0.0,"[[ 47 113], [ 47 109], [62 93], [77 80]]","[[ 47 113], [ 47 109], [62 93], [77 80]]",45.7811,[],790
[],0.0,"[[ 79 139], [ 82 133], [ 89 110]]","[[ 79 139], [ 82 133], [ 89 110]]",30.7498,[],790
"[(0.1111, 2), (0.0952, 5)]",0.3333,"[[ 86 131], [ 89 126], [111 119], [124  97], [132  90], [119  75]]","[[ 86 131], [ 89 126], [111 119], [124  97], [132  90], [119  75]]",84.9512,"[[1, 4], [3, 5, 8, 2, 4]]",790
"[(0.2222, 2)]",0.381,"[[102  70], [97 62], [79 58], [71 69], [59 81], [49 85]]","[[102  70], [97 62], [79 58], [71 69], [59 81], [49 85]]",69.2154,"[[7, 4]]",790
"[(0.381, 6), (0.1538, 3)]",0.32,"[[70 31], [65 49], [68 77], [ 73 100], [ 77 118], [ 81 128], [ 82 151]]","[[70 31], [65 49], [68 77], [ 73 100], [ 77 118], [ 81 128], [ 82 151]]",122.6101,"[[7, 6, 2, 4, 3, 4], [4, 5, 4]]",790
[],0.0,"[[ 41 150], [ 61 149]]","[[ 41 150], [ 61 149]]",20.025,[],790
"[(0.2, 1)]",0.44,"[[ 90 164], [ 82 151], [ 70 125], [ 65 108], [ 62 100], [59 93], [45 75]]","[[ 90 164], [ 82 151], [ 70 125], [ 65 108], [ 62 100], [59 93], [45 75]]",100.5833,[[5]],790
[],0.0,"[[57 88], [59 93], [ 62 100], [ 64 120], [ 61 143]]","[[57 88], [59 93], [ 62 100], [ 64 120], [ 61 143]]",56.2955,[],790
"[(0.5714, 8), (0.5385, 3), (0.2, 1)]",1.0,"[[120 118], [129 105], [132  90], [119  75], [96 53], [88 40], [90 33], [105  18], [119  28]]","[[120 118], [129 105], [132  90], [119  75], [96 53], [88 40], [90 33], [105  18], [119  28]]",143.7478,"[[2, 4, 6, 4, 4, 5, 4, 1], [2, 1, 4], [5]]",790
[],0.0,"[[129 160], [142 170]]","[[129 160], [142 170]]",16.4012,[],790
[],0.0,"[[ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 60 107]]","[[ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 60 107]]",43.6032,[],790
"[(0.3333, 2)]",0.4118,"[[125  89], [117 115], [ 98 119], [ 65 113], [ 41 118]]","[[125  89], [117 115], [ 98 119], [ 65 113], [ 41 118]]",104.6757,"[[1, 7]]",790
[],0.0,"[[ 37 144], [ 54 148]]","[[ 37 144], [ 54 148]]",17.4642,[],790
[],0.0,"[[53 66], [47 70]]","[[53 66], [47 70]]",7.2111,[],790
"[(0.2381, 6), (0.0588, 4)]",0.2727,"[[ 70 158], [ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [80 23]]","[[ 70 158], [ 69 148], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [80 23]]",137.4128,"[[5, 5, 7, 4, 5, 5], [4, 2, 5, 5]]",790
[],0.0,"[[112 129], [ 90 123], [ 77 118]]","[[112 129], [ 90 123], [ 77 118]]",36.7319,[],790
"[(0.4615, 3), (0.4, 1), (0.0476, 6)]",0.4848,"[[ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36]]","[[ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36]]",134.1358,"[[3, 7, 0], [1], [5, 5, 4, 8, 4, 0]]",790
"[(0.3077, 3), (0.0588, 4)]",0.5238,"[[86  4], [82 14], [88 40], [96 53], [106  73], [99 77]]","[[86  4], [82 14], [88 40], [96 53], [106  73], [99 77]]",83.1409,"[[1, 8, 6], [2, 6, 4, 5]]",790
"[(0.381, 5), (0.3077, 3), (0.3333, 11), (0.0476, 8)]",0.449,"[[102 174], [ 96 176], [ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [86 45], [90 33], [105  18], [108  17]]","[[102 174], [ 96 176], [ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [86 45], [90 33], [105  18], [108  17]]",181.4145,"[[3, 3, 7, 4, 5], [4, 3, 0], [8, 8, 6, 3, 0, 2, 4, 4, 5, 1, 1], [5, 2, 5, 4, 4, 2, 5, 5]]",790
[],0.0,"[[57 88], [ 47 109], [ 42 126], [ 37 144]]","[[57 88], [ 47 109], [ 42 126], [ 37 144]]",59.661,[],790
"[(0.3333, 2)]",0.4483,"[[97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]","[[97 62], [79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 70 158]]",120.7226,"[[8, 4]]",790
[],0.0,"[[59 93], [50 91], [37 94]]","[[59 93], [50 91], [37 94]]",22.5612,[],790
"[(0.1111, 2)]",0.3333,"[[ 86 131], [ 89 126], [111 119], [124  97], [130  82], [116  66]]","[[ 86 131], [ 89 126], [111 119], [124  97], [130  82], [116  66]]",91.8874,"[[3, 4]]",790
"[(0.0952, 8)]",0.1081,"[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77], [79 58], [87 47]]","[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [ 62 100], [68 77], [79 58], [87 47]]",124.3577,"[[8, 1, 8, 5, 3, 1, 6, 0]]",790
"[(0.4444, 2)]",0.4444,"[[106  73], [102  70], [81 49]]","[[106  73], [102  70], [81 49]]",34.6985,"[[4, 7]]",790
[],0.0,"[[65 86], [62 93], [ 47 109], [ 41 118], [ 29 134]]","[[65 86], [62 93], [ 47 109], [ 41 118], [ 29 134]]",60.3641,[],790
"[(0.1111, 2)]",0.2941,"[[134  76], [124  97], [111 119], [ 89 125], [ 81 128]]","[[134  76], [124  97], [111 119], [ 89 125], [ 81 128]]",80.1608,"[[5, 1]]",790
"[(0.4, 1)]",0.48,"[[80 84], [ 69 103], [ 60 107], [ 58 109], [ 49 119], [ 42 126], [ 28 138]]","[[80 84], [ 69 103], [ 60 107], [ 58 109], [ 49 119], [ 42 126], [ 28 138]]",76.424,[[4]],790
"[(0.6923, 3), (0.4, 1), (0.1905, 5)]",0.6,"[[170  62], [171  85], [168  92], [160 118], [159 129], [142 151], [140 150]]","[[170  62], [171  85], [168  92], [160 118], [159 129], [142 151], [140 150]]",98.9247,"[[4, 1, 1], [6], [5, 2, 4, 5, 6]]",790
"[(0.8095, 6), (0.0, 3)]",0.7931,"[[111 119], [124  97], [130  82], [113  67], [105  59], [96 53], [88 40], [80 24]]","[[111 119], [124  97], [130  82], [113  67], [105  59], [96 53], [88 40], [80 24]]",119.6642,"[[3, 5, 4, 3, 2, 5], [1, 4, 4]]",790
[],0.0,"[[165  47], [167  54], [176  74]]","[[165  47], [167  54], [176  74]]",29.2118,[],790
[],0.0,"[[ 47 109], [62 93]]","[[ 47 109], [62 93]]",21.9317,[],790
