rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.1905, 5)]",0.2759,"[[60 87], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [113 170]]","[[60 87], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [113 170]]",113.3312,"[[3, 4, 6, 4, 8]]",710
"[(0.2381, 6)]",0.2414,"[[81 33], [81 41], [76 56], [70 71], [68 92], [ 77 106], [ 89 113], [ 96 120]]","[[81 33], [81 41], [76 56], [70 71], [68 92], [ 77 106], [ 89 113], [ 96 120]]",101.4972,"[[5, 4, 1, 4, 6, 4]]",710
[],0.0,"[[ 86 137], [ 84 135], [ 78 117], [ 74 113]]","[[ 86 137], [ 84 135], [ 78 117], [ 74 113]]",27.4589,[],710
"[(0.1429, 5)]",0.2,"[[79 11], [76 41], [72 61], [70 71], [68 92], [ 77 106], [ 81 114]]","[[79 11], [76 41], [72 61], [70 71], [68 92], [ 77 106], [ 81 114]]",107.4264,"[[4, 7, 7, 0, 8]]",710
"[(1.0, 2), (1.0, 5), (0.0952, 5)]",1.0,"[[55 62], [61 60], [86 59], [110  72], [99 77], [104  89]]","[[55 62], [61 60], [86 59], [110  72], [99 77], [104  89]]",83.7223,"[[1, 5], [4, 8, 6, 5, 4], [2, 3, 3, 5, 5]]",710
"[(0.381, 8), (0.381, 2)]",0.2703,"[[106 132], [104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [83 51]]","[[106 132], [104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [68 92], [74 78], [81 56], [83 51]]",100.0267,"[[7, 1, 7, 4, 2, 7, 5, 7], [4, 5]]",710
[],0.0,"[[ 34 131], [ 44 133], [ 69 139], [ 86 137]]","[[ 34 131], [ 44 133], [ 69 139], [ 86 137]]",53.0252,[],710
[],0.0,"[[47 81], [53 90], [ 72 109], [ 74 113], [ 78 117]]","[[47 81], [53 90], [ 72 109], [ 74 113], [ 78 117]]",47.8157,[],710
[],0.0,"[[ 72 104], [60 87], [50 82]]","[[ 72 104], [60 87], [50 82]]",31.989,[],710
"[(0.4762, 1)]",0.4762,"[[129 112], [ 99 118], [ 92 113], [ 77 106], [68 92], [47 79]]","[[129 112], [ 99 118], [ 92 113], [ 77 106], [68 92], [47 79]]",97.0909,[[1]],710
"[(0.381, 2), (0.2381, 4)]",0.4324,"[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 164]]","[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 164]]",160.8702,"[[6, 4], [7, 3, 4, 3]]",710
[],0.0,"[[ 91 141], [104 129], [113 122]]","[[ 91 141], [104 129], [113 122]]",29.0936,[],710
[],0.0,"[[ 16 134], [ 35 130], [ 55 127], [ 58 124]]","[[ 16 134], [ 35 130], [ 55 127], [ 58 124]]",43.8829,[],710
[],0.0,"[[68 92], [ 64 106], [ 52 117], [ 44 133]]","[[68 92], [ 64 106], [ 52 117], [ 44 133]]",48.7276,[],710
"[(0.381, 2), (0.2857, 4)]",0.6486,"[[168  91], [170  91], [173  74], [162  51], [149  42], [143  38], [115  19], [92 23], [85 35], [76 56]]","[[168  91], [170  91], [173  74], [162  51], [149  42], [143  38], [115  19], [92 23], [85 35], [76 56]]",161.7031,"[[4, 3], [2, 6, 1, 4]]",710
[],0.0,"[[ 78 151], [ 67 148], [ 58 138], [ 54 134], [ 40 120]]","[[ 78 151], [ 67 148], [ 58 138], [ 54 134], [ 40 120]]",50.3112,[],710
[],0.0,"[[86 61], [72 61], [54 57]]","[[86 61], [72 61], [54 57]]",32.4391,[],710
[],0.0,"[[ 86 137], [ 59 143], [ 46 147]]","[[ 86 137], [ 59 143], [ 46 147]]",41.2601,[],710
"[(0.3077, 3)]",0.3077,"[[168  91], [170  91], [173  74], [162  51]]","[[168  91], [170  91], [173  74], [162  51]]",44.7578,"[[6, 1, 4]]",710
"[(0.2941, 3)]",0.2941,"[[72 61], [71 64], [71 89], [ 72 109], [ 75 133]]","[[72 61], [71 64], [71 89], [ 72 109], [ 75 133]]",72.374,"[[6, 2, 4]]",710
"[(0.2857, 3), (0.0952, 5)]",0.4889,"[[86  8], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]","[[86  8], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]",205.1313,"[[5, 4, 3], [2, 0, 4, 3, 4]]",710
"[(0.9048, 10), (0.9048, 1), (0.5238, 5)]",0.3415,"[[53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [153 131]]","[[53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [153 131]]",171.3845,"[[6, 3, 5, 2, 7, 5, 7, 3, 2, 4], [4], [6, 4, 4, 0, 4]]",710
[],0.0,"[[ 94 113], [ 99 120], [102 125], [104 129], [106 132]]","[[ 94 113], [ 99 120], [102 125], [104 129], [106 132]]",22.511,[],710
[],0.0,"[[47 81], [50 74], [54 70], [60 52]]","[[47 81], [50 74], [54 70], [60 52]]",32.2463,[],710
[],0.0,"[[ 55 127], [ 64 125]]","[[ 55 127], [ 64 125]]",9.2195,[],710
"[(0.4762, 1), (0.1905, 4)]",0.4762,"[[123  87], [126  70], [121  67], [113  64], [86 61], [65 55]]","[[123  87], [126  70], [121  67], [113  64], [86 61], [65 55]]",80.6441,"[[4], [4, 7, 4, 8]]",710
"[(0.8095, 7)]",1.0,"[[93  8], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99]]","[[93  8], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99]]",108.1904,"[[4, 2, 1, 4, 2, 7, 6]]",710
[],0.0,"[[ 91 141], [ 83 126]]","[[ 91 141], [ 83 126]]",17.0,[],710
[],0.0,"[[117 186], [125 176], [130 173], [141 163], [143 160]]","[[117 186], [125 176], [130 173], [141 163], [143 160]]",37.1088,[],710
[],0.0,"[[72 61], [68 68], [62 87], [54 97], [ 42 120], [ 39 122]]","[[72 61], [68 68], [62 87], [54 97], [ 42 120], [ 39 122]]",70.3412,[],710
"[(0.4444, 1)]",0.4444,"[[106 132], [ 91 141], [ 84 145]]","[[106 132], [ 91 141], [ 84 145]]",25.5551,[[4]],710
"[(0.619, 2), (0.4286, 5), (0.3333, 4)]",0.8049,"[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [117 166], [137 153]]","[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [117 166], [137 153]]",162.2635,"[[1, 5], [6, 1, 3, 2, 4], [6, 6, 5, 8]]",710
"[(0.2857, 4)]",0.32,"[[ 99 120], [ 93 117], [ 89 113], [ 77 106], [68 92], [62 87], [56 78]]","[[ 99 120], [ 93 117], [ 89 113], [ 77 106], [68 92], [62 87], [56 78]]",61.5277,"[[4, 6, 3, 0]]",710
"[(0.381, 2), (0.0952, 5)]",0.381,"[[79 11], [86 23], [90 45], [93 50], [102  55], [117  60]]","[[79 11], [86 23], [90 45], [93 50], [102  55], [117  60]]",68.1911,"[[6, 3], [6, 1, 5, 6, 4]]",710
[],0.0,"[[51 94], [53 90], [62 68], [65 59], [70 33]]","[[51 94], [53 90], [62 68], [65 59], [70 33]]",64.2051,[],710
"[(0.4762, 2)]",0.4828,"[[85 35], [81 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]","[[85 35], [81 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]",121.1291,"[[5, 3]]",710
[],0.0,"[[ 95 125], [ 98 122], [115 117], [124 104]]","[[ 95 125], [ 98 122], [115 117], [124 104]]",37.7741,[],710
"[(0.4706, 1), (0.0, 4)]",0.4706,"[[123  87], [126  70], [121  67], [113  64], [93 53]]","[[123  87], [126  70], [121  67], [113  64], [93 53]]",54.4631,"[[4], [3, 8, 3, 5]]",710
[],0.0,"[[ 76 114], [ 64 125], [ 55 134]]","[[ 76 114], [ 64 125], [ 55 134]]",29.0067,[],710
"[(0.3529, 3)]",0.3529,"[[65 59], [68 68], [68 92], [ 77 106], [ 89 123]]","[[65 59], [68 68], [68 92], [ 77 106], [ 89 123]]",70.9388,"[[2, 5, 4]]",710
"[(0.2857, 5), (0.2857, 3)]",0.4483,"[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [117 166]]","[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [117 166]]",116.2306,"[[4, 4, 5, 7, 3], [6, 4, 4]]",710
[],0.0,"[[ 38 141], [ 42 120], [54 97], [60 87], [65 81], [71 64]]","[[ 38 141], [ 42 120], [54 97], [60 87], [65 81], [71 64]]",84.8197,[],710
[],0.0,"[[139  37], [143  38]]","[[139  37], [143  38]]",4.1231,[],710
"[(0.4, 1)]",0.4,"[[93 53], [103  53]]","[[93 53], [103  53]]",10.0,[[4]],710
[],0.0,"[[111 123], [102 125], [ 88 130], [ 75 135], [ 59 143], [ 46 147], [ 33 157]]","[[111 123], [102 125], [ 88 130], [ 75 135], [ 59 143], [ 46 147], [ 33 157]]",85.9052,[],710
[],0.0,"[[60 52], [57 71], [54 97]]","[[60 52], [57 71], [54 97]]",45.4079,[],710
[],0.0,"[[ 95 125], [ 88 130], [ 76 138]]","[[ 95 125], [ 88 130], [ 76 138]]",23.0245,[],710
"[(0.381, 2), (0.2381, 4)]",0.439,"[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]","[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]",176.952,"[[5, 4], [4, 0, 4, 2]]",710
"[(0.5238, 1), (0.0476, 5)]",0.5238,"[[113  99], [120  92], [123  87], [126  70], [121  67], [104  57]]","[[113  99], [120  92], [123  87], [126  70], [121  67], [104  57]]",58.5472,"[[4], [6, 4, 3, 5, 5]]",710
"[(0.2308, 2)]",0.2308,"[[60 87], [70 71], [81 56], [93 50]]","[[60 87], [70 71], [81 56], [93 50]]",50.8854,"[[5, 5]]",710
"[(0.7143, 1), (0.2381, 4), (0.0952, 5)]",0.8182,"[[ 89 160], [ 82 148], [ 91 141], [104 129], [115 106], [120  92], [123  87], [126  70], [117  60]]","[[ 89 160], [ 82 148], [ 91 141], [104 129], [115 106], [120  92], [123  87], [126  70], [117  60]]",119.8944,"[[5], [6, 4, 6, 4], [5, 3, 0, 4, 4]]",710
[],0.0,"[[ 55 127], [ 64 123], [ 89 123], [113 122]]","[[ 55 127], [ 64 123], [ 89 123], [113 122]]",58.8697,[],710
"[(0.2381, 4), (0.0476, 5)]",0.4483,"[[ 31 107], [38 95], [56 78], [68 68], [86 59], [113  64], [121  67], [126  70]]","[[ 31 107], [38 95], [56 78], [68 68], [86 59], [113  64], [121  67], [126  70]]",116.2304,"[[0, 3, 4, 1], [5, 1, 4, 3, 4]]",710
[],0.0,"[[ 64 106], [ 69 126], [ 67 148]]","[[ 64 106], [ 69 126], [ 67 148]]",42.7063,[],710
[],0.0,"[[ 39 122], [ 40 120], [54 97], [64 89], [74 78]]","[[ 39 122], [ 40 120], [54 97], [64 89], [74 78]]",56.8342,[],710
"[(0.3333, 2)]",0.3333,"[[60 87], [ 72 104], [ 78 114]]","[[60 87], [ 72 104], [ 78 114]]",32.4706,"[[4, 4]]",710
"[(0.3333, 2), (0.1905, 4)]",0.36,"[[ 76 111], [ 80 112], [ 99 118], [115 117], [120  92], [123  87], [126  70]]","[[ 76 111], [ 80 112], [ 99 118], [115 117], [120  92], [123  87], [126  70]]",88.6679,"[[4, 4], [4, 3, 5, 3]]",710
[],0.0,"[[61 60], [65 81], [ 68 102], [ 64 123], [ 69 139], [ 68 154]]","[[61 60], [65 81], [ 68 102], [ 64 123], [ 69 139], [ 68 154]]",95.7647,[],710
[],0.0,"[[90 49], [81 56], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138]]","[[90 49], [81 56], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138]]",104.0711,[],710
[],0.0,"[[53 90], [ 64 106], [ 64 125]]","[[53 90], [ 64 106], [ 64 125]]",38.4165,[],710
"[(0.3846, 2)]",0.3846,"[[124 104], [115 117], [ 99 118], [ 78 114]]","[[124 104], [115 117], [ 99 118], [ 78 114]]",53.2202,"[[5, 7]]",710
[],0.0,"[[133 154], [151 154]]","[[133 154], [151 154]]",18.0,[],710
[],0.0,"[[ 35 130], [ 44 133], [ 66 130], [ 80 129]]","[[ 35 130], [ 44 133], [ 66 130], [ 80 129]]",45.7261,[],710
[],0.0,"[[ 75 131], [ 75 133], [ 68 154]]","[[ 75 131], [ 75 133], [ 68 154]]",24.1359,[],710
"[(0.2857, 5), (0.2857, 4), (0.2857, 3)]",0.4828,"[[ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [139  37]]","[[ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [139  37]]",187.4356,"[[3, 3, 4, 3, 5], [2, 1, 0, 1], [2, 5, 0]]",710
"[(0.381, 3), (0.1905, 5)]",0.5455,"[[ 76 145], [ 75 133], [ 72 109], [75 90], [74 78], [81 56], [92 23], [115  19], [139  37]]","[[ 76 145], [ 75 133], [ 72 109], [75 90], [74 78], [81 56], [92 23], [115  19], [139  37]]",178.7224,"[[6, 3, 6], [4, 1, 2, 2, 0]]",710
[],0.0,"[[ 30 105], [ 31 107], [ 40 120], [ 43 122], [ 55 134], [ 59 143], [ 65 149]]","[[ 30 105], [ 31 107], [ 40 120], [ 43 122], [ 55 134], [ 59 143], [ 65 149]]",56.9577,[],710
"[(0.4615, 2)]",0.4615,"[[75 83], [ 72 104], [ 77 106], [ 92 113]]","[[75 83], [ 72 104], [ 77 106], [ 92 113]]",43.1513,"[[5, 4]]",710
"[(0.4762, 1), (0.2857, 3), (0.0476, 5)]",0.4848,"[[81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [113 170]]","[[81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [113 170]]",142.3132,"[[3], [8, 3, 4], [3, 4, 0, 8, 4]]",710
"[(1.0, 4), (0.3333, 2)]",1.0,"[[75 48], [83 51], [104  57], [121  67], [126  99], [128 105]]","[[75 48], [83 51], [104  57], [121  67], [126  99], [128 105]]",88.8202,"[[2, 6, 8, 5], [1, 4]]",710
"[(0.2222, 2)]",0.2222,"[[113 170], [117 166], [137 153]]","[[113 170], [117 166], [137 153]]",29.5106,"[[8, 4]]",710
"[(0.381, 4)]",0.4242,"[[120  92], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94]]","[[120  92], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [51 94]]",95.6392,"[[3, 4, 3, 0]]",710
[],0.0,"[[ 55 135], [ 56 122]]","[[ 55 135], [ 56 122]]",13.0384,[],710
[],0.0,"[[ 99 120], [ 89 123], [ 64 123], [ 52 117], [ 31 107]]","[[ 99 120], [ 89 123], [ 64 123], [ 52 117], [ 31 107]]",72.1161,[],710
[],0.0,"[[104 129], [ 95 125], [ 89 123], [ 64 123], [ 52 117], [ 30 105]]","[[104 129], [ 95 125], [ 89 123], [ 64 123], [ 52 117], [ 30 105]]",79.6497,[],710
[],0.0,"[[76 89], [75 90], [ 68 102], [ 64 106], [ 52 117], [ 42 120], [ 28 124]]","[[76 89], [75 90], [ 68 102], [ 64 106], [ 52 117], [ 42 120], [ 28 124]]",62.2429,[],710
[],0.0,"[[ 78 133], [ 75 131], [ 69 126]]","[[ 78 133], [ 75 131], [ 69 126]]",11.4158,[],710
"[(0.4286, 1), (0.2381, 4)]",0.4286,"[[110  72], [129  79], [120  92], [115 117], [ 99 118], [ 94 113]]","[[110  72], [129  79], [120  92], [115 117], [ 99 118], [ 94 113]]",84.6572,"[[5], [6, 3, 4, 0]]",710
"[(0.0952, 6)]",0.1724,"[[ 41 156], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [124 104], [131  72]]","[[ 41 156], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [124 104], [131  72]]",132.3353,"[[1, 5, 6, 3, 2, 4]]",710
"[(0.7143, 2), (0.3333, 4)]",0.8537,"[[113  99], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135], [164 114]]","[[113  99], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135], [164 114]]",192.1766,"[[0, 6], [4, 2, 6, 4]]",710
[],0.0,"[[ 21 137], [ 40 137], [ 54 134], [ 75 133]]","[[ 21 137], [ 40 137], [ 54 134], [ 75 133]]",54.3416,[],710
"[(0.3077, 3)]",0.3077,"[[ 76 145], [ 76 138], [ 78 114], [71 89]]","[[ 76 145], [ 76 138], [ 78 114], [71 89]]",57.0447,"[[2, 3, 0]]",710
"[(0.3333, 4)]",0.3333,"[[ 64 125], [ 64 106], [68 92], [70 71], [86 59], [104  57]]","[[ 64 125], [ 64 106], [68 92], [70 71], [86 59], [104  57]]",92.766,"[[3, 5, 6, 2]]",710
"[(0.381, 7), (0.381, 2)]",0.6226,"[[105  61], [113  64], [121  67], [126  70], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]","[[105  61], [113  64], [121  67], [126  70], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]",177.8111,"[[4, 5, 7, 3, 4, 1, 1], [4, 5]]",710
[],0.0,"[[56 78], [57 71], [60 52]]","[[56 78], [57 71], [60 52]]",26.3065,[],710
"[(0.381, 8), (0.381, 2)]",0.4,"[[87 23], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [119 164], [133 154]]","[[87 23], [81 41], [76 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [119 164], [133 154]]",200.5968,"[[2, 5, 6, 6, 5, 8, 3, 0], [6, 4]]",710
[],0.0,"[[ 64 123], [ 64 106], [53 90]]","[[ 64 123], [ 64 106], [53 90]]",36.4165,[],710
"[(0.2353, 3)]",0.2353,"[[86  8], [81 41], [76 56], [74 78], [71 89]]","[[86  8], [81 41], [76 56], [74 78], [71 89]]",82.6805,"[[7, 5, 4]]",710
[],0.0,"[[ 29 122], [ 38 106], [54 97], [68 92], [76 89]]","[[ 29 122], [ 38 106], [54 97], [68 92], [76 89]]",60.1252,[],710
[],0.0,"[[ 95 125], [ 81 114], [ 72 104]]","[[ 95 125], [ 81 114], [ 72 104]]",31.2581,[],710
"[(0.4762, 1), (0.3333, 3), (0.0476, 5)]",0.4865,"[[86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [117 166], [137 153]]","[[86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [117 166], [137 153]]",174.4824,"[[4], [7, 4, 7], [4, 7, 1, 3, 4]]",710
[],0.0,"[[60 50], [65 81], [ 64 106], [ 58 124]]","[[60 50], [65 81], [ 64 106], [ 58 124]]",75.3943,[],710
[],0.0,"[[ 44 133], [ 52 117], [54 97], [50 74]]","[[ 44 133], [ 52 117], [54 97], [50 74]]",61.3335,[],710
[],0.0,"[[56 78], [60 87], [ 64 106], [ 69 126], [ 75 135]]","[[56 78], [60 87], [ 64 106], [ 69 126], [ 75 135]]",60.6975,[],710
[],0.0,"[[ 96 120], [ 88 130], [ 84 135], [ 76 145], [ 72 154]]","[[ 96 120], [ 88 130], [ 84 135], [ 76 145], [ 72 154]]",41.8645,[],710
[],0.0,"[[ 44 133], [ 42 138]]","[[ 44 133], [ 42 138]]",5.3852,[],710
[],0.0,"[[106 132], [ 88 130], [ 69 126], [ 64 123], [ 52 117]]","[[106 132], [ 88 130], [ 69 126], [ 64 123], [ 52 117]]",56.7746,[],710
[],0.0,"[[ 48 150], [ 54 138], [ 52 117], [51 94], [49 92], [54 70]]","[[ 48 150], [ 54 138], [ 52 117], [51 94], [49 92], [54 70]]",82.9226,[],710
"[(0.2941, 3)]",0.2941,"[[ 58 124], [ 69 126], [ 96 120], [115 117], [123  95]]","[[ 58 124], [ 69 126], [ 96 120], [115 117], [123  95]]",81.4838,"[[4, 4, 2]]",710
[],0.0,"[[60 50], [62 68], [68 92]]","[[60 50], [62 68], [68 92]]",42.8494,[],710
"[(0.5714, 4), (0.4762, 5), (0.3333, 3), (0.1429, 4)]",0.5714,"[[ 66 156], [ 68 154], [ 84 145], [102 125], [128 102], [104  89]]","[[ 66 156], [ 68 154], [ 84 145], [102 125], [128 102], [104  89]]",110.101,"[[4, 2, 4, 3], [6, 3, 4, 5, 5], [4, 0, 1], [7, 6, 1, 5]]",710
"[(0.4, 1), (0.4, 1)]",0.4,"[[104  57], [117  60]]","[[104  57], [117  60]]",13.3417,"[[3], [4]]",710
[],0.1765,"[[53 96], [60 87], [70 71], [81 56], [90 49]]","[[53 96], [60 87], [70 71], [81 56], [90 49]]",60.2725,[],710
"[(0.2857, 5)]",0.4,"[[54 70], [62 87], [64 89], [ 77 106], [ 89 113], [ 99 118], [129 112]]","[[54 70], [62 87], [64 89], [ 77 106], [ 89 113], [ 99 118], [129 112]]",98.6846,"[[3, 6, 5, 4, 4]]",710
"[(0.7143, 2), (0.2381, 5), (0.2381, 4)]",0.7143,"[[ 90 170], [ 82 148], [ 91 141], [104 129], [115 106], [120  92]]","[[ 90 170], [ 82 148], [ 91 141], [104 129], [115 106], [120  92]]",92.8641,"[[3, 6], [4, 3, 4, 0, 8], [7, 5, 7, 3]]",710
[],0.0,"[[ 59 143], [ 56 122], [54 97], [50 82]]","[[ 59 143], [ 56 122], [54 97], [50 82]]",61.8173,[],710
[],0.0,"[[ 92 113], [ 78 114]]","[[ 92 113], [ 78 114]]",14.0357,[],710
[],0.0,"[[ 48 153], [ 54 138], [ 56 122], [54 97], [50 82]]","[[ 48 153], [ 54 138], [ 56 122], [54 97], [50 82]]",72.8841,[],710
[],0.0,"[[ 55 150], [ 58 138]]","[[ 55 150], [ 58 138]]",12.3693,[],710
"[(0.4118, 3)]",0.4118,"[[165 112], [173  94], [171  77], [162  51], [160  54]]","[[165 112], [173  94], [171  77], [162  51], [160  54]]",67.9341,"[[5, 2, 3]]",710
"[(0.1905, 5), (0.1429, 4)]",0.3103,"[[ 55 150], [ 59 143], [ 64 123], [ 68 102], [74 78], [76 56], [85 35], [105  15]]","[[ 55 150], [ 59 143], [ 64 123], [ 68 102], [74 78], [76 56], [85 35], [105  15]]",148.0163,"[[2, 2, 1, 6, 2], [4, 7, 0, 0]]",710
[],0.0,"[[ 28 124], [ 39 122], [ 56 122], [ 76 114], [ 80 112]]","[[ 28 124], [ 39 122], [ 56 122], [ 76 114], [ 80 112]]",54.1931,[],710
"[(0.2857, 5), (0.2857, 3)]",0.6735,"[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [157  96]]","[[128 105], [122 115], [112 126], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [157  96]]",216.6963,"[[2, 4, 6, 8, 8], [6, 4, 4]]",710
[],0.0,"[[51 94], [53 96], [54 97], [ 42 120], [ 40 137]]","[[51 94], [53 96], [54 97], [ 42 120], [ 40 137]]",47.3021,[],710
"[(0.3077, 3)]",0.3077,"[[65 59], [68 68], [71 89], [ 78 114]]","[[65 59], [68 68], [71 89], [ 78 114]]",56.6615,"[[6, 4, 1]]",710
[],0.0,"[[ 67 148], [ 68 154]]","[[ 67 148], [ 68 154]]",6.0828,[],710
"[(0.3333, 7), (0.3333, 4)]",0.2414,"[[53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [120  92]]","[[53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [120  92]]",92.7282,"[[4, 1, 4, 4, 5, 5, 8], [5, 4, 1, 4]]",710
"[(0.5556, 2), (0.5556, 2), (0.3333, 1)]",0.5556,"[[72 61], [86 59], [117  60]]","[[72 61], [86 59], [117  60]]",45.1583,"[[6, 4], [6, 3], [0]]",710
"[(0.2857, 8), (0.1905, 4)]",0.1818,"[[ 38 159], [ 46 155], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [124 104], [136  94]]","[[ 38 159], [ 46 155], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [124 104], [136  94]]",119.3561,"[[4, 4, 4, 2, 2, 6, 6, 6], [5, 8, 1, 4]]",710
"[(0.8095, 1), (0.381, 2)]",0.8788,"[[99 77], [110  72], [86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 18 137]]","[[99 77], [110  72], [86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 18 137]]",145.4273,"[[5], [5, 8]]",710
"[(0.4706, 2), (0.2353, 4)]",0.4706,"[[71 89], [70 71], [86 59], [110  72], [99 77]]","[[71 89], [70 71], [86 59], [110  72], [99 77]]",77.4055,"[[2, 5], [3, 1, 6, 3]]",710
"[(0.4118, 3), (0.0588, 4)]",0.4118,"[[ 38 106], [53 90], [70 71], [86 59], [104  57]]","[[ 38 106], [53 90], [70 71], [86 59], [104  57]]",85.5376,"[[4, 7, 6], [5, 3, 4, 4]]",710
"[(0.381, 2), (0.2857, 4)]",0.381,"[[ 74 113], [ 72 109], [75 90], [74 78], [81 56], [86 48]]","[[ 74 113], [ 72 109], [75 90], [74 78], [81 56], [86 48]]",68.2699,"[[7, 5], [5, 6, 5, 4]]",710
"[(0.2381, 3)]",0.2381,"[[ 99 120], [ 93 117], [ 89 113], [ 77 106], [ 72 104], [76 89]]","[[ 99 120], [ 93 117], [ 89 113], [ 77 106], [ 72 104], [76 89]]",47.1668,"[[8, 3, 5]]",710
"[(0.381, 5), (0.381, 3)]",0.4138,"[[ 76 145], [ 75 133], [ 72 109], [75 90], [74 78], [81 56], [87 30], [93  8]]","[[ 76 145], [ 75 133], [ 72 109], [75 90], [74 78], [81 56], [87 30], [93  8]]",140.079,"[[4, 2, 7, 5, 6], [2, 6, 2]]",710
"[(0.2857, 4), (0.0952, 5)]",0.5455,"[[ 55 127], [ 64 106], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [147  29]]","[[ 55 127], [ 64 106], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [147  29]]",169.3269,"[[6, 4, 5, 6], [0, 7, 7, 7, 0]]",710
[],0.0,"[[ 76 114], [ 80 112]]","[[ 76 114], [ 80 112]]",4.4721,[],710
"[(0.7143, 1), (0.2381, 3)]",0.7931,"[[123  95], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [87 30]]","[[123  95], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [87 30]]",84.9855,"[[8], [2, 6, 5]]",710
