Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Prob_collision_robotino_object_detection_error
"[[ 58 154], [ 69 143], [ 78 132], [ 89 122], [ 96 117], [ 99 115], [101 113], [105 104], [112  97], [122  89], [130  78], [132  76], [136  72], [143  61], [144  62]]",58,154,144,62,15,128.7654,0.3509,0.3522,0.0484,,,,
"[[123 172], [132 166], [136 158], [138 155], [147 149]]",123,172,147,149,5,34.1831,0,0.0396,0.0786,,,,
"[[142  86], [129 102], [117 120], [115 123], [113 125], [104 138], [103 139], [ 91 146], [ 86 150], [ 94 167], [111 162], [124 152], [136 144]]",142,86,136,144,13,153.5357,0.9184,0.847,0.3646,,,,
"[[153 154], [131 158], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 94 104], [99 86]]",153,154,99,86,8,144.8032,0.5862,0.7829,0.1617,,,,
"[[144  92], [135  86], [120  75], [96 51], [97 28]]",144,92,97,28,5,86.3806,0.3529,0.3001,0.1332,,,,
"[[137  69], [132  76], [130  78], [126  89], [122  97], [114 104], [106 120], [104 123], [ 92 135]]",137,69,92,135,9,81.1745,0,0.2494,0.0499,,,,
"[[143 153], [138 155], [131 158], [111 162], [ 94 167], [ 86 150], [ 92 129], [ 96 117], [91 97], [89 92], [71 87]]",143,153,71,87,11,149.077,0.5122,0.6991,0.4706,,,,
"[[125  88], [124  89], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [100 170], [121 178]]",125,88,121,178,10,121.0722,0.1351,0.7237,0.1852,,,,
"[[ 50 118], [ 68 116], [ 88 117], [101 113], [105 104], [111  88], [114  79], [120  70]]",50,118,120,70,8,98.9776,0.7931,0.2979,0.0212,,,,
"[[103 137], [ 99 137], [ 84 141], [ 73 146]]",103,137,73,146,4,31.6072,0,0.0501,0.0469,,,,
"[[ 83 137], [ 92 127], [ 99 115], [101 113], [105 104], [109  99]]",83,137,109,99,6,46.4265,0.1905,0.0555,0.0426,,,,
"[[111 100], [105 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126], [ 48 126]]",111,100,48,126,8,72.9068,0.4138,0.0771,0.0149,,,,
"[[64 88], [70 86], [76 83], [86 79], [98 67], [115  53]]",64,88,115,53,6,62.7964,0.0476,0.0929,0.0435,,,,
"[[ 68 126], [ 83 121], [ 92 118], [ 99 115], [101 113], [105 104], [111  88], [114  79], [115  53]]",68,126,115,53,9,98.1853,0.2424,0.2351,0.0822,,,,
"[[ 71 157], [ 75 148], [ 85 137], [ 89 122], [ 95 109], [91 97], [82 88], [76 83]]",71,157,76,83,8,87.7442,0.3103,0.2859,0.0223,,,,
"[[135  86], [111  88], [92 78]]",135,86,92,78,3,45.5541,0.4444,0.0017,0.0292,,,,
"[[ 50 114], [ 68 116], [ 92 118], [ 95 109], [91 97], [79 84]]",50,114,79,84,6,82.0217,0.4762,0.4019,0.3819,,,,
"[[107 109], [111 100], [114  87], [120  79]]",107,109,120,79,4,33.1905,0,0.0694,0.0334,,,,
"[[133 174], [134 166], [138 155]]",133,174,138,155,3,19.767,0,0.023,0.0585,,,,
"[[ 94 135], [ 82 128]]",94,135,82,128,2,13.8924,0,0.0921,0.0049,,,,
"[[ 76 159], [ 94 167], [111 162], [128 154], [139 149], [148 129], [162 105], [166  97], [173  89]]",76,159,173,89,9,137.5801,0.4848,0.387,0.3728,,,,
"[[128 126], [121 124], [106 120], [ 89 122], [ 68 126], [ 45 125]]",128,126,45,125,6,84.3208,0.0476,0.2995,0.0053,,,,
"[[ 50 114], [ 58 117], [ 83 121], [104 123], [121 124]]",50,114,121,124,5,71.9864,0,0.0329,0.1309,,,,
"[[165 112], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 92 129], [ 92 118], [ 95 109], [98 93], [93 73]]",165,112,93,73,12,192.5745,0.6444,0.7719,0.5503,,,,
"[[ 84 116], [ 88 117], [101 113], [105 104], [111  88], [111  67]]",84,116,111,67,6,65.6614,0.7143,0.2615,0.0642,,,,
"[[148 129], [139 149], [124 152]]",148,129,124,152,3,37.2288,0.4444,0.3089,0.087,,,,
"[[107 125], [111 116], [112 101], [111  79]]",107,125,111,79,4,46.9049,0.0769,0.1696,0.0912,,,,
"[[112  62], [120  79], [122  82], [125  88], [126  89], [137 103]]",112,62,137,103,6,48.3208,0,0.1354,0.1116,,,,
"[[107 125], [ 88 117]]",107,125,88,117,2,20.6155,0.4,0.1511,0.0521,,,,
"[[92 78], [76 83], [74 85], [64 88]]",92,78,64,88,4,30.0318,0.0769,0.05,0.0187,,,,
"[[98 60], [93 73], [98 93], [101 113], [104 123]]",98,60,104,123,5,65.208,0.1765,0.292,0.1365,,,,
"[[131 124], [129 111], [122  97], [114  87], [111  79], [98 59], [95 29], [105   7]]",131,124,105,7,8,128.3251,1,0.6835,0.1673,,,,
"[[ 64 127], [ 54 117]]",64,127,54,117,2,14.1421,0,0.0647,0.0324,,,,
"[[ 90 134], [ 99 128], [107 125], [125 128]]",90,134,125,128,4,37.6089,0.1538,0.2689,0.1502,,,,
"[[163 129], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [107 125]]",163,129,107,125,10,132.0937,0.8378,0.6755,0.0798,,,,
"[[113  59], [111  67], [111  88], [105 104], [101 113], [ 99 115], [ 92 127], [ 86 150], [ 94 167], [111 162], [131 148], [150 142]]",113,59,150,142,12,177.52,0.6667,0.6352,0.6252,,,,
"[[ 99 115], [101 113], [105 104], [111  88], [114  79], [115  53]]",99,115,115,53,6,65.2713,0.3333,0.213,0.0822,,,,
"[[ 90 134], [ 92 127], [ 99 115], [101 113], [105 104], [112  97]]",90,134,112,97,6,43.7493,0.1905,0.0896,0.0564,,,,
"[[ 45 125], [ 68 126]]",45,125,68,126,2,23.0217,0,0.0825,0.0145,,,,
"[[136 103], [129 111], [115 123], [113 125], [104 138], [103 139], [ 91 146], [ 86 150], [100 170], [123 172], [133 174]]",136,103,133,174,11,127.1168,0.3171,0.802,0.3034,,,,
"[[94 86], [91 97], [89 92]]",94,86,89,92,3,16.7869,0.3333,0.0681,0.0192,,,,
"[[119 182], [124 175], [136 158], [138 155], [147 149], [152 143], [162 126]]",119,182,162,126,7,71.3665,0.08,0.166,0.1509,,,,
"[[152 126], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [104 123], [106 120], [111 104]]",152,126,111,104,12,147.9308,0.4667,0.7381,0.101,,,,
"[[122  82], [130  78], [132  76], [134  73]]",122,82,134,73,4,15.3783,0,0.0357,0.0003,,,,
"[[ 53 127], [ 63 142]]",53,127,63,142,2,18.0278,0,0.0679,0.0292,,,,
"[[74 68], [80 75], [91 97], [ 94 104], [ 95 126], [ 92 135]]",74,68,92,135,6,72.9416,0.3333,0.1492,0.0192,,,,
"[[152 126], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 97 139]]",152,126,97,139,8,109.8677,0.4483,0.6668,0.0202,,,,
"[[131 114], [129 102], [124  89], [120  75], [113  59]]",131,114,113,59,5,58.1184,0,0.2668,0.0343,,,,
"[[137 144], [132 147], [131 148], [111 162], [ 94 167], [ 76 159], [ 58 154]]",137,144,58,154,7,87.7576,0.52,0.1376,0.0378,,,,
"[[121 124], [121 109], [122  89], [125  69]]",121,124,125,69,4,55.2487,0,0.2609,0.0739,,,,
"[[128 189], [113 176], [100 170], [ 86 150], [ 95 145]]",128,189,95,145,5,68.876,1,0.2906,0.2656,,,,
"[[142  86], [122  97], [114 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126], [ 57 129]]",142,86,57,129,9,96.5155,0.0909,0.3072,0.1241,,,,
"[[137  93], [122 100], [114 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126], [ 57 129]]",137,93,57,129,9,88.5572,0.0909,0.2668,0.1241,,,,
"[[74 68], [80 75], [91 97], [ 94 104], [ 92 118], [ 83 121], [ 68 126], [ 53 127]]",74,68,53,127,8,95.9057,0.3793,0.3674,0.0434,,,,
"[[ 96 117], [ 92 127], [ 86 150], [ 81 157]]",96,117,81,157,4,43.1424,0.2308,0.0115,0.0231,,,,
"[[164 122], [162 126], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [104 123], [106 120], [114 104], [122  97]]",164,122,122,97,14,171.0337,0.3774,0.7215,0.0777,,,,
"[[84 75], [93 73], [111  67], [124  44]]",84,75,124,44,4,54.6129,0.6154,0.2764,0.069,,,,
"[[104 165], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [104 123], [106 120], [111 104], [112 101]]",104,165,112,101,9,85.7681,0.3333,0.3792,0.0419,,,,
"[[ 90 134], [ 92 129], [ 96 117], [91 97], [82 88], [74 68]]",90,134,74,68,6,72.9184,0.4762,0.3453,0.1087,,,,
"[[166  97], [162 105], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 94 104], [93 87]]",166,97,93,87,11,189.9265,0.9024,0.7455,0.7344,,,,
"[[95 29], [98 60], [93 88], [ 95 109], [ 89 122], [ 78 132], [ 73 146]]",95,29,73,146,7,124.7327,0.84,0.5576,0.1568,,,,
"[[162 105], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 91 146], [103 139], [104 138], [113 125], [115 123], [117 120], [121 109]]",162,105,121,109,14,172.7561,0.5094,0.7467,0.7441,,,,
"[[138  62], [136  66], [132  76], [130  78], [122  89], [112  97], [105 104], [101 113], [ 99 115], [ 96 117], [ 83 121], [ 68 126]]",138,62,68,126,12,100.0738,0.2444,0.3068,0.0471,,,,
"[[ 78 119], [ 92 118], [ 94 104], [99 86]]",78,119,99,86,4,46.8593,0.3846,0.0399,0.0449,,,,
"[[112  77], [111  88], [105 104], [101 113], [ 99 115], [ 92 127], [ 86 150], [ 81 157]]",112,77,81,157,8,87.0752,0.1724,0.191,0.0231,,,,
"[[ 94 135], [ 86 150], [100 170], [119 182]]",94,135,119,182,4,63.8853,0.4615,0.3648,0.1859,,,,
"[[107 109], [121 109], [129 111]]",107,109,129,111,3,22.2462,0,0.0551,0.1004,,,,
"[[110  61], [112  62], [125  69], [136  72], [143  61], [157  31], [152  29]]",110,61,152,29,7,79.9321,1,0.4058,0.2221,,,,
"[[97 28], [79 62], [74 68]]",97,28,74,68,3,46.281,0.4444,0.3533,0.3036,,,,
"[[ 64 127], [ 73 140], [ 80 145], [ 86 150], [100 170]]",64,127,100,170,5,56.6371,0.1176,0.211,0.0786,,,,
"[[103 139], [ 99 128], [ 96 117], [ 95 109], [93 88], [98 60], [95 29], [102  35]]",103,139,102,35,8,121.071,0.3793,0.5651,0.2221,,,,
"[[166  97], [162 105], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [114  87], [119  79]]",166,97,119,79,14,205.0494,0.9245,0.6589,0.6505,,,,
"[[ 73 140], [ 78 132], [ 89 122], [ 96 117], [ 99 115], [101 113], [114 104], [127  92], [139  85], [140  84]]",73,140,140,84,10,88.1462,0.1892,0.1174,0.0083,,,,
"[[157  31], [143  61], [130  81]]",157,31,130,81,3,56.9596,1,0.3626,0.3128,,,,
"[[132 166], [122 165], [100 170], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [111  88], [111  67]]",132,166,111,67,10,145.4515,0.4595,0.715,0.0642,,,,
"[[123 172], [100 170], [ 86 150], [ 91 146], [103 139], [115 126], [131 124]]",123,172,131,124,7,101.6118,0.44,0.5916,0.1827,,,,
"[[129 123], [115 126], [103 139], [ 91 146], [ 86 150], [ 94 167], [109 165], [132 166]]",129,123,132,166,8,109.248,0.3793,0.7354,0.3048,,,,
"[[118 183], [119 182], [124 175], [136 158], [138 155], [147 149], [152 143], [162 126]]",118,183,162,126,8,72.7807,0.069,0.166,0.1509,,,,
"[[125  69], [120  75], [114  87], [105 104], [101 113], [ 88 117], [ 70 118], [ 50 114]]",125,69,50,114,8,102.3362,0.2414,0.4145,0.0704,,,,
"[[152 143], [147 149], [144 151], [131 158], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [111  88], [114  79], [113  59]]",152,143,113,59,14,180.0243,0.3585,0.7541,0.5905,,,,
"[[122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [100 170], [123 172], [147 166]]",122,97,147,166,10,137.6136,0.2432,0.8094,0.2732,,,,
"[[143 153], [147 149], [152 126], [160 106]]",143,153,160,106,4,50.7347,0.3846,0.4618,0.1847,,,,
"[[136 103], [129 111], [115 123], [113 125], [104 138], [103 139], [ 91 146], [ 86 150], [ 94 167], [111 162], [131 148], [150 142]]",136,103,150,142,12,150.2651,0.3333,0.8315,0.4017,,,,
"[[142  82], [140  84], [139  85], [127  92], [114 104], [101 113], [ 99 115], [ 95 126], [ 85 137], [ 79 142]]",142,82,79,142,10,88.8477,0.0541,0.3596,0.16,,,,
"[[144  62], [143  61], [136  72], [132  76], [130  78], [126  89], [122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [100 170], [123 172], [147 166]]",144,62,147,166,16,181.2005,0.918,0.6975,0.6903,,,,
"[[103 137], [107 125], [111 116], [122 100], [126  89], [130  81], [132  63]]",103,137,132,63,7,80.6742,0,0.2972,0.0572,,,,
"[[87 79], [ 94 104], [ 92 127], [ 86 150], [ 94 167], [109 165], [134 166]]",87,79,134,166,7,131.7591,0.76,0.4504,0.1044,,,,
"[[ 73 170], [ 85 158], [ 94 135], [ 99 128], [106 120], [114 104], [122  97], [126  89], [130  78]]",73,170,130,78,9,110.0689,1,0.2748,0.2623,,,,
"[[ 92 118], [ 92 127], [ 86 150], [ 94 167], [111 162], [128 154], [147 149]]",92,118,147,149,7,107.7132,0.36,0.5177,0.1248,,,,
"[[ 78 132], [ 89 122], [ 96 117], [ 99 115], [101 113], [105 104], [112  97], [125  88]]",78,132,125,88,8,65.4621,0.1724,0.0964,0.0758,,,,
"[[99 86], [98 93], [ 95 109], [ 89 122], [ 85 137], [ 84 141]]",99,86,84,141,6,57.315,0.381,0.0807,0.0379,,,,
"[[122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [ 94 167], [111 162], [124 152], [132 147], [137 144], [157 139]]",122,97,157,139,13,154.1651,0.2653,0.7572,0.2154,,,,
"[[124 130], [115 126], [103 139], [ 91 146], [ 86 150], [100 170], [116 181]]",124,130,116,181,7,91.6658,0.4,0.5706,0.3496,,,,
"[[162 126], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [114  87], [119  79], [125  69]]",162,126,125,69,14,191.8572,0.4151,0.7339,0.7361,,,,
"[[164 124], [162 126], [156 137], [150 142], [147 149], [143 153], [134 166]]",164,124,134,166,7,52.2527,0,0.185,0.0715,,,,
"[[ 68 126], [ 83 121], [ 92 118], [ 95 109], [91 97], [86 79], [91 51]]",68,126,91,51,7,94.5586,0.24,0.328,0.1044,,,,
"[[ 99 164], [ 94 167], [ 86 150], [ 91 146], [103 139], [104 138], [113 125], [115 123], [129 111]]",99,164,129,111,9,83.4079,0,0.427,0.2076,,,,
"[[71 87], [82 88], [91 97], [ 94 104], [ 92 127], [ 86 150], [ 94 167], [ 99 164]]",71,87,99,164,8,102.8648,0.5862,0.4075,0.0275,,,,
"[[111  79], [110  61]]",111,79,110,61,2,18.0278,0,0.054,0.0431,,,,
"[[152 126], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 94 104], [99 86]]",152,126,99,86,10,159.8495,0.6216,0.8119,0.1617,,,,
"[[137  69], [128  62], [96 51]]",137,69,96,51,3,45.2396,0.1111,0.006,0.0618,,,,
"[[136 158], [131 158], [111 162], [ 94 167], [ 86 150], [ 91 146], [103 139], [104 138], [113 125], [115 123], [117 120]]",136,158,117,120,11,105.8596,0.4146,0.738,0.1636,,,,
"[[115 126], [103 137], [ 99 137], [ 84 141]]",115,126,84,141,4,35.803,0,0.0101,0.0106,,,,
"[[ 50 114], [ 68 116], [ 88 117], [101 113], [114 104], [122  97], [142  86]]",50,114,142,86,7,101.0042,0.48,0.2241,0.2075,,,,
"[[82 88], [91 97], [ 94 104], [ 92 118], [ 78 119]]",82,88,78,119,5,48.5215,0.4118,0.0664,0.0215,,,,
"[[ 94 167], [ 86 150], [ 92 129], [ 96 117], [91 97], [86 79], [91 51]]",94,167,91,51,7,121.0177,0.68,0.3559,0.2047,,,,
"[[115 123], [117 120], [121 109], [122 100], [126  89], [130  81], [143  61], [148  51], [163  34]]",115,123,163,34,9,102.7202,1,0.5329,0.1315,,,,
"[[100 170], [ 86 150], [ 97 139], [ 99 137], [111 122]]",100,170,111,122,5,62.0073,0.4118,0.1973,0.104,,,,
"[[107  30], [97 28], [91 51], [92 78], [ 94 104], [ 92 127], [ 86 150], [ 94 167], [111 162], [131 158], [153 154]]",107,30,153,154,11,213.1847,0.8537,0.56,0.111,,,,
"[[135 165], [122 165], [100 170], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [111  88], [114  79], [120  70]]",135,165,120,70,11,147.7051,0.4146,0.6305,0.0212,,,,
"[[157  31], [143  61], [136  72], [132  76], [130  78], [122  89], [112  97], [105 104], [101 113], [ 99 115], [ 95 126], [ 85 137], [ 75 148], [ 71 157]]",157,31,71,157,14,154.8998,1,0.7857,0.778,,,,
"[[ 68 116], [ 70 118], [ 74 129], [ 79 142], [ 81 159]]",68,116,81,159,5,45.5788,0,0.0235,0.0076,,,,
"[[111 122], [111 116], [122 100], [126  89], [130  81], [132  76]]",111,122,132,76,6,51.4506,0,0.2048,0.0117,,,,
"[[124  89], [114  87], [94 86]]",124,89,94,86,3,30.223,0,0.0463,0.0178,,,,
"[[98 93], [111  88], [131  75]]",98,93,131,75,3,37.7821,0,0.0005,0.0719,,,,
"[[125 128], [127 121], [131 105], [135  86], [134  73]]",125,128,134,73,5,56.2274,0,0.295,0.045,,,,
"[[156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 92 129], [ 92 118], [ 95 109], [98 93]]",156,137,98,93,10,147.2625,0.5405,0.7992,0.7994,,,,
"[[166  97], [162 105], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 85 158], [ 73 146], [ 72 145], [ 65 131], [ 54 117]]",166,97,54,117,12,171.8219,0.9111,0.6989,0.6672,,,,
"[[127 121], [121 124], [106 120], [ 89 122], [ 68 126], [ 47 129]]",127,121,47,129,6,81.9404,0,0.0924,0.0105,,,,
"[[170 110], [165 117], [156 137], [150 142], [144 151], [136 158], [124 175]]",170,110,124,175,7,80.5997,0.36,0.2941,0.0823,,,,
"[[123 172], [100 170], [ 86 150], [ 91 146], [103 139], [104 138], [113 125], [115 123], [117 120], [121 109], [130  94]]",123,172,130,94,11,120.6526,0.4634,0.6671,0.2704,,,,
"[[131  75], [126  89], [122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [100 170], [116 181]]",131,75,116,181,11,133.015,0.1463,0.7211,0.1736,,,,
"[[104 165], [ 94 167], [ 86 150], [ 91 146], [103 139], [104 138], [113 125], [115 123], [117 120], [121 109], [130  94], [135  86], [146 101]]",104,165,146,101,13,130.1741,0.1429,0.6859,0.1138,,,,
"[[119  79], [114  87], [105 104], [101 113], [ 99 115], [ 96 117], [ 89 122], [ 78 132]]",119,79,78,132,8,68.4206,0.069,0.1216,0.0211,,,,
"[[136  72], [132  76], [130  78], [126  89], [122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [ 94 167], [111 162], [124 152], [132 147], [137 144], [156 137], [165 117]]",136,72,165,117,18,204.864,0.2319,0.6494,0.3188,,,,
"[[ 96 117], [ 94 104], [98 79], [108  55], [68 17]]",96,117,68,17,5,119.6434,1,0.6429,0.3328,,,,
"[[143  61], [148  51]]",143,61,148,51,2,11.1803,0.8,0.1337,0.0347,,,,
"[[133 148], [152 143]]",133,148,152,143,2,19.6469,0,0.0443,0.1413,,,,
"[[111  88], [93 87], [64 88]]",111,88,64,88,3,47.045,0.5556,0.166,0.0201,,,,
"[[ 58 132], [ 69 143], [ 72 145], [ 73 146]]",58,132,73,146,4,20.5761,0,0.0128,0.0842,,,,
"[[ 64 165], [ 71 157], [ 85 158]]",64,165,85,158,3,24.6658,1,0.0514,0.0017,,,,
"[[113 176], [100 170], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [111  88], [112  73], [113  52]]",113,176,113,52,10,142.2155,0.4595,0.5432,0.4552,,,,
"[[129  63], [125  69], [120  75], [116  80], [112  97]]",129,63,112,97,5,38.8887,0,0.0423,0.0549,,,,
"[[ 54 117], [ 68 116], [ 88 117], [101 113], [114 104], [129 102]]",54,117,129,102,6,78.6063,0.4286,0.1148,0.1148,,,,
"[[115 126], [117 120], [121 109], [122 100], [126  89], [130  81], [143  61]]",115,126,143,61,7,71.5873,0.88,0.4973,0.0867,,,,
"[[ 80 145], [ 86 150], [100 170], [113 176], [128 189]]",80,145,128,189,5,66.3906,0.9412,0.278,0.0742,,,,
"[[104 138], [103 139], [ 91 146], [ 86 150], [ 94 167], [111 162], [131 148], [150 142], [158 137]]",104,138,158,137,9,111.9901,0.4545,0.6377,0.4263,,,,
"[[147 149], [144 151], [131 158], [111 162], [ 94 167], [ 76 159]]",147,149,76,159,6,76.1842,0.2381,0.2199,0.0697,,,,
"[[147 149], [144 151], [131 158], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 94 104], [93 87]]",147,149,93,87,9,139.1607,0.5152,0.7978,0.5205,,,,
"[[165 112], [159 135], [153 154], [154 156]]",165,112,154,156,4,45.9307,0.6923,0.3367,0.3256,,,,
"[[ 82 128], [ 92 135]]",82,128,92,135,2,12.2066,0,0.0957,0.0013,,,,
"[[68 17], [108  55], [98 79], [ 94 104], [ 92 127], [ 86 150], [ 94 167], [111 162]]",68,17,111,162,8,189.8553,1,0.8773,0.863,,,,
"[[166  97], [165 112], [159 135], [153 154]]",166,97,153,154,4,58.7279,0.5385,0.4292,0.298,,,,
"[[130  78], [122  82]]",130,78,122,82,2,8.9443,0,0.091,0.0061,,,,
"[[98 93], [ 95 109], [ 89 122], [ 85 137], [ 81 157]]",98,93,81,157,5,66.5169,0.4706,0.0832,0.0087,,,,
"[[122 100], [121 109], [117 120], [115 123], [113 125], [104 138]]",122,100,104,138,6,43.0055,0.0476,0.2044,0.0955,,,,
"[[ 76 159], [ 94 167], [111 162], [124 152], [133 148]]",76,159,133,148,5,63.6678,0.4118,0.1858,0.1376,,,,
"[[77 84], [86 83], [111  88], [126  89]]",77,84,126,89,4,49.5838,0.2308,0.0055,0.0626,,,,
"[[ 87 169], [ 86 150], [ 97 139], [ 99 137]]",87,169,99,137,4,37.4111,0.3846,0.0013,0.0209,,,,
"[[126 168], [109 165], [ 94 167], [ 86 150], [ 92 127], [ 99 115], [101 113], [105 104], [111  88], [112  73], [113  52]]",126,168,113,52,11,154.6683,0.4146,0.5587,0.0555,,,,
"[[157  31], [143  61], [136  72], [132  76], [130  78], [126  89], [122  97], [114 104], [106 120], [104 123]]",157,31,104,123,10,107.4028,1,0.5965,0.5854,,,,
"[[136 158], [131 158], [111 162], [ 94 167], [ 86 150], [ 79 142], [ 74 129], [ 70 118], [ 68 116]]",136,158,68,116,9,100.9961,0.3939,0.4558,0.2872,,,,
"[[136 158], [138 155], [148 129], [152 126]]",136,158,152,126,4,36.4623,0.3077,0.2897,0.222,,,,
"[[130  94], [129 102]]",130,94,129,102,2,8.0623,0,0.0394,0.0577,,,,
"[[159 135], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 85 158], [ 73 146], [ 63 142], [ 42 137]]",159,135,42,137,10,135.5297,0.4324,0.4364,0.3673,,,,
"[[119  66], [114  79], [114  87]]",119,66,114,87,3,21.9284,0,0.0365,0.0209,,,,
"[[113 123], [111 122], [ 92 118], [ 68 116]]",113,123,68,116,4,45.7357,0.2308,0.0009,0.0141,,,,
"[[162 126], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 92 129], [ 92 118], [ 95 109], [93 88], [98 60], [97 28], [91  2]]",162,126,91,2,14,251.7506,1,0.905,0.2322,,,,
"[[165 112], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 85 158], [ 80 145]]",165,112,80,145,8,121.221,0.5172,0.5466,0.5513,,,,
"[[109 165], [ 94 167], [ 86 150], [ 97 139], [ 99 137], [104 123], [106 120], [114 104], [127  92]]",109,165,127,92,9,106.3578,0.3333,0.4835,0.1012,,,,
"[[ 82 157], [ 75 148], [ 73 146], [ 72 145], [ 69 143]]",82,157,69,143,5,19.2499,0,0.0121,0.086,,,,
"[[136  75], [130  81], [126  89], [122  97], [114 104], [111 122]]",136,75,111,122,6,55.2523,0,0.1669,0.1126,,,,
"[[ 92 135], [ 86 150], [ 94 167]]",92,135,94,167,3,34.9438,0,0.0273,0.0474,,,,
"[[152  29], [157  31], [143  61], [136  72], [132  76], [130  78], [126  89], [122  97], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [ 94 167], [111 162], [128 154], [139 149], [148 129], [162 105], [167  98]]",152,29,167,98,21,271.7374,1,0.1762,0.1709,,,,
"[[84 75], [93 73], [112  73], [112  77]]",84,75,112,77,4,32.2195,0.3077,0.0185,0.0012,,,,
"[[173  89], [166  97], [162 105], [148 129], [139 149], [128 154], [111 162], [ 94 167], [ 85 158], [ 72 150], [ 59 146]]",173,89,59,146,11,159.4761,0.9024,0.6428,0.5536,,,,
"[[134 182], [121 178], [100 170], [ 94 167], [ 85 158], [ 73 146], [ 72 145], [ 65 131], [ 58 117]]",134,182,58,117,9,105.1995,0,0.2085,0.0385,,,,
"[[114  79], [111  88], [121 109]]",114,79,121,109,3,32.7462,0,0.0677,0.1255,,,,
"[[97 28], [91 51], [92 78], [ 94 104], [ 95 126], [ 94 135]]",97,28,94,135,6,107.9432,0.3333,0.4164,0.0253,,,,
"[[91  2], [97 28], [91 51], [92 78], [ 94 104], [ 92 118], [ 83 121], [ 68 126], [ 50 122]]",91,2,50,122,9,161.4278,0.9697,1.0901,1.0776,,,,
"[[96 51], [93 73], [98 93], [101 113], [105 121], [107 125]]",96,51,107,125,6,76.4593,0.3333,0.3406,0.1683,,,,
"[[129 111], [131 105], [144  85]]",129,111,144,85,3,30.1783,0,0.1006,0.1467,,,,
"[[124  89], [114 104], [106 120], [104 123], [ 99 137], [ 97 139], [ 86 150], [ 92 157]]",124,89,92,157,8,81.9922,0.1034,0.2789,0.0064,,,,
"[[165 117], [156 137], [150 142], [131 148], [111 162], [ 94 167], [ 86 150], [ 92 127], [ 94 104], [102  91]]",165,117,102,91,10,172.7091,0.8378,0.8077,0.8027,,,,
"[[ 64 127], [ 73 140], [ 80 145], [ 86 150], [ 94 167], [111 162], [124 152], [133 148]]",64,127,133,148,8,94.9824,0.2414,0.3312,0.1341,,,,
"[[127  92], [122 100], [111 116], [106 124], [ 99 137], [ 97 139], [ 86 150], [ 94 167]]",127,92,94,167,8,90.2223,0.1034,0.3261,0.0474,,,,
"[[93 73], [111  67], [121  70]]",93,73,121,70,3,29.414,0,0.0421,0.0108,,,,
"[[107  30], [97 28], [91 51], [93 73], [98 93], [101 113], [104 123], [ 99 137]]",107,30,99,137,8,122.2041,0.4828,0.5803,0.0729,,,,
"[[147 166], [123 172], [100 170], [ 92 157], [ 84 141], [ 85 137], [ 88 117]]",147,166,88,117,7,105.3252,0.36,0.5716,0.2248,,,,
