Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[ 63 131], [ 66 126], [ 71 108], [71 92], [81 89]]",63,131,81,89,5,50.9528,0.1765,0.2173,0.2053,0.03,,,,32.9358,
"[[107 169], [127 158], [132 155], [145 140], [148 134], [152 126], [158 107], [160 105], [152  84]]",107,169,152,84,9,109.3838,0.3636,0.4511,0.5654,0.3756,,,,35.7133,
"[[ 41 116], [ 44 122], [ 49 125], [ 60 139], [ 63 142], [ 69 147], [ 94 165], [119 172]]",41,116,119,172,8,99.1639,0.1379,0.2172,0.2307,0.0972,,,,33.26,
"[[ 84 120], [ 91 121], [115 115], [133 101], [146  96], [148  94], [171  83], [185  64]]",84,120,185,64,8,120.466,0.7586,0.855,0.3098,0.2998,,,,39.6292,
"[[114 132], [ 97 129], [ 80 126], [ 66 126], [ 43 129]]",114,132,43,129,5,71.7202,0.0,0.0574,0.0206,0.0159,,,,31.3211,
"[[ 51 149], [ 57 146], [ 62 144], [ 83 137], [ 97 129], [105 122], [109 120], [115 115], [134  98]]",51,149,134,98,9,98.7615,0.0,0.079,0.1208,0.1598,,,,31.9958,
"[[ 98 115], [ 84 120], [ 76 122], [ 56 119], [ 41 115]]",98,115,41,115,5,58.8602,0.0,0.0471,0.0082,0.06,,,,31.2269,
"[[78 80], [76 83], [75 84], [ 74 103], [ 77 128], [ 71 152]]",78,80,71,152,6,73.9641,0.2857,0.3449,0.1622,0.1303,,,,34.3166,
"[[169  52], [138  65], [131  68], [106  69], [91 78], [84 81], [75 84], [73 86], [65 90], [58 95], [ 43 111], [ 41 115], [ 38 123]]",169,52,38,123,13,156.1696,0.9796,1.0,0.7311,0.7228,,,,42.6987,
"[[ 44 124], [ 60 139], [ 66 144], [ 85 155]]",44,124,85,155,4,51.6965,0.0,0.0414,0.0555,0.0192,,,,31.0553,
"[[ 88 151], [ 84 150], [ 66 144], [ 63 142], [ 49 138], [ 32 130], [ 22 130]]",88,151,22,130,7,70.0508,0.16,0.216,0.2338,0.3318,,,,33.1488,
"[[ 18 127], [ 30 129], [ 44 124], [ 69 125], [ 85 129]]",18,127,85,129,5,68.544,0.5294,0.5842,0.167,0.1752,,,,36.5971,
"[[111  84], [123  82], [149  87], [168  83], [171  83], [188  63]]",111,84,188,63,6,87.3072,0.5714,0.6412,0.3212,0.3087,,,,37.2741,
"[[119 168], [127 158], [132 155], [145 140], [143 136], [141 134], [133 123], [121  99], [124  96]]",119,168,124,96,9,90.4641,0.5152,0.5876,0.6202,0.3557,,,,37.0922,
"[[110 180], [100 169], [ 88 151], [100 133], [109 120], [117 109], [121  99], [124  91], [129  72]]",110,180,129,72,9,126.5068,0.7879,0.8891,0.5352,0.4676,,,,40.0859,
"[[94 18], [78 15], [57 49], [72 56], [77 59], [98 70], [116  75]]",94,18,116,75,7,121.0133,0.88,0.9768,0.8675,0.8161,,,,40.7293,
"[[171  83], [164 108], [162 125]]",171,83,162,125,3,43.0788,0.2222,0.2567,0.2307,0.1388,,,,33.0972,
"[[131 148], [127 158]]",131,148,127,158,2,10.7703,0.0,0.0086,0.0058,0.0913,,,,30.5172,
"[[123  78], [138  65], [168  52], [164  71]]",123,78,164,71,4,71.9615,1.0,1.0,0.4058,0.288,,,,41.2137,
"[[127 158], [132 155], [145 140], [148 134], [152 126], [158 107], [160 105], [168  89], [170  86], [176  71], [168  52], [161  44]]",127,158,161,44,12,132.9814,0.5333,0.6397,0.6245,0.6143,,,,37.9423,
"[[86  9], [78 15], [57 49], [54 60], [49 84], [ 41 107], [ 28 123], [ 22 130], [ 18 127]]",86,9,18,127,9,145.0662,0.9091,1.0,0.9607,0.9483,,,,41.435,
"[[140 143], [145 140], [143 136], [141 134], [133 123], [117 119], [ 98 115], [ 80 106], [ 74 103], [64 92], [61 85], [49 84]]",140,143,49,84,12,123.9981,0.6444,0.7436,0.5525,0.4597,,,,38.9886,
"[[ 91 121], [ 77 128], [ 63 142], [ 51 149]]",91,121,51,149,4,49.3439,0.0,0.0395,0.0577,0.0407,,,,31.0381,
"[[126  73], [121  99], [117 109], [115 115], [ 94 120], [ 76 122]]",126,73,76,122,6,83.2691,0.1429,0.2095,0.215,0.0142,,,,32.9553,
"[[ 60 103], [ 56 119], [ 62 144]]",60,103,62,144,3,42.2023,0.0,0.0338,0.0278,0.0017,,,,30.8666,
"[[171 108], [149  97], [129  95], [108  89], [95 81], [81 77], [79 75]]",171,108,79,75,7,99.1898,0.68,0.7594,0.4134,0.2465,,,,38.5674,
"[[166  73], [176  71], [170  86], [168  89], [160 105], [158 107], [152 126], [148 134], [143 148], [134 168], [123 183]]",166,73,123,183,11,134.944,0.9756,1.0,0.6906,0.6031,,,,42.2649,
